C N N C N N N N N C N
34 Private HS-grad 9 Divorced Machine-op-inspct Unmarried Black Female 0 0
47 Self-emp-inc Prof-school 15 Married-civ-spouse Prof-specialty Husband White Male 0 1
26 Private Bachelors 13 Never-married Adm-clerical Not-in-family White Male 0 0
35 Private 11th 7 Never-married Other-service Unmarried Amer-Indian-Eskimo Male 0 0
36 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 0
47 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 1
17 Private 11th 7 Never-married Other-service Own-child Black Female 0 0
35 Private Some-college 10 Married-civ-spouse Prof-specialty Husband White Male 0 0
33 Private Masters 14 Never-married Prof-specialty Own-child White Male 0 0
25 Private Assoc-acdm 12 Married-civ-spouse Adm-clerical Wife White Female 0 0
18 Private 10th 6 Never-married Sales Own-child White Male 0 0
47 State-gov Masters 14 Separated Prof-specialty Not-in-family White Male 0 0
44 Private HS-grad 9 Widowed Other-service Unmarried Black Female 0 0
41 Private HS-grad 9 Divorced Other-service Unmarried White Female 0 0
30 Private Bachelors 13 Never-married Adm-clerical Not-in-family White Female 0 0
53 Self-emp-not-inc Some-college 10 Married-civ-spouse Farming-fishing Husband White Male 0 0
53 Private HS-grad 9 Widowed Other-service Unmarried Black Female 0 0
40 Private HS-grad 9 Married-civ-spouse Sales Wife White Female 5013 0
24 Private Some-college 10 Never-married Adm-clerical Not-in-family White Male 0 0
27 Private Bachelors 13 Never-married Sales Own-child White Male 0 0
50 Private 5th-6th 3 Married-civ-spouse Transport-moving Husband White Male 0 0
36 Private 11th 7 Married-civ-spouse Craft-repair Husband White Male 0 0
41 Private 1st-4th 2 Married-civ-spouse Machine-op-inspct Husband White Male 0 1
41 Private Masters 14 Never-married Prof-specialty Not-in-family White Female 0 0
31 Private HS-grad 9 Never-married Other-service Not-in-family White Female 0 0
32 Federal-gov Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 0
22 Private Some-college 10 Never-married Machine-op-inspct Own-child White Male 0 0
22 Private 10th 6 Divorced Craft-repair Own-child White Male 0 0
18 Local-gov 12th 8 Never-married Prof-specialty Own-child White Male 0 0
39 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband Black Male 0 0
38 Private HS-grad 9 Married-civ-spouse Exec-managerial Wife White Female 0 0
35 State-gov HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
23 Private Some-college 10 Never-married Machine-op-inspct Not-in-family White Male 0 0
54 Self-emp-not-inc Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 1
36 Private Masters 14 Married-civ-spouse Prof-specialty Husband White Male 0 1
63 Local-gov HS-grad 9 Married-civ-spouse Exec-managerial Husband White Male 0 0
39 Private Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 0
57 Self-emp-not-inc Some-college 10 Married-civ-spouse Sales Husband White Male 0 1
58 Self-emp-inc Prof-school 15 Married-civ-spouse Prof-specialty Husband White Male 0 1
29 Private Bachelors 13 Never-married Adm-clerical Not-in-family Asian-Pac-Islander Female 0 0
17 Private 11th 7 Never-married Sales Own-child White Female 0 0
40 Private HS-grad 9 Divorced Craft-repair Not-in-family White Male 0 0
69 Self-emp-not-inc Some-college 10 Married-civ-spouse Other-service Wife White Female 0 0
28 Private 10th 6 Divorced Sales Not-in-family White Female 0 0
38 Private 9th 5 Married-civ-spouse Craft-repair Husband White Male 0 0
44 Private Prof-school 15 Never-married Prof-specialty Not-in-family White Male 14084 1
45 Local-gov Prof-school 15 Divorced Prof-specialty Unmarried Black Female 0 0
33 State-gov Bachelors 13 Married-civ-spouse Adm-clerical Husband Black Male 0 0
41 Local-gov Some-college 10 Married-civ-spouse Other-service Husband White Male 0 1
37 Self-emp-inc HS-grad 9 Married-civ-spouse Sales Husband White Male 7688 1
50 Private Some-college 10 Married-civ-spouse Sales Husband White Male 0 1
48 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 0
36 Private Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 1
21 Private Some-college 10 Never-married Other-service Own-child White Female 0 0
37 Private Assoc-acdm 12 Married-civ-spouse Farming-fishing Husband White Male 0 0
20 State-gov Some-college 10 Never-married Prof-specialty Own-child White Female 0 0
54 Self-emp-not-inc HS-grad 9 Married-civ-spouse Sales Wife White Female 0 0
28 Private HS-grad 9 Separated Sales Other-relative White Female 0 0
27 Private Some-college 10 Never-married Prof-specialty Not-in-family White Male 0 0
33 Private Assoc-voc 11 Never-married Other-service Unmarried Black Female 0 0
40 Self-emp-not-inc Prof-school 15 Never-married Prof-specialty Not-in-family White Male 0 1
47 Private Masters 14 Married-civ-spouse Sales Husband White Male 0 1
44 Private 1st-4th 2 Never-married Machine-op-inspct Not-in-family White Female 0 0
25 Private 12th 8 Never-married Handlers-cleaners Unmarried White Male 0 0
35 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 0
29 Private Some-college 10 Married-civ-spouse Sales Wife White Female 0 0
30 Private HS-grad 9 Divorced Machine-op-inspct Unmarried White Male 0 0
30 Private Some-college 10 Married-civ-spouse Handlers-cleaners Husband White Male 0 0
56 Self-emp-not-inc 7th-8th 4 Divorced Other-service Unmarried White Female 0 0
25 Self-emp-not-inc Bachelors 13 Never-married Prof-specialty Own-child White Male 0 0
28 Private HS-grad 9 Never-married Handlers-cleaners Own-child Black Male 0 0
43 Self-emp-not-inc 9th 5 Married-civ-spouse Craft-repair Husband White Male 0 0
47 Local-gov HS-grad 9 Married-civ-spouse Protective-serv Husband White Male 0 1
46 Self-emp-not-inc Bachelors 13 Married-civ-spouse Craft-repair Husband White Male 0 0
41 State-gov Masters 14 Divorced Prof-specialty Unmarried White Female 0 0
38 Federal-gov Assoc-acdm 12 Married-civ-spouse Adm-clerical Wife White Female 7688 1
29 Private HS-grad 9 Never-married Protective-serv Other-relative Black Male 0 0
25 Private 5th-6th 3 Never-married Craft-repair Not-in-family White Male 0 0
56 Private 11th 7 Married-civ-spouse Craft-repair Husband White Male 0 0
31 Private 7th-8th 4 Married-civ-spouse Handlers-cleaners Husband White Male 0 0
22 Private 11th 7 Never-married Other-service Other-relative White Male 0 0
31 Private HS-grad 9 Never-married Handlers-cleaners Other-relative White Male 0 0
28 Private Some-college 10 Separated Adm-clerical Not-in-family White Female 0 0
53 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband Black Male 0 0
45 Private Masters 14 Divorced Exec-managerial Not-in-family White Female 0 1
71 Private Preschool 1 Widowed Craft-repair Unmarried Black Male 0 0
39 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 7298 1
19 Federal-gov HS-grad 9 Married-AF-spouse Sales Wife White Female 0 0
34 Local-gov Bachelors 13 Divorced Prof-specialty Unmarried White Female 0 0
36 Private HS-grad 9 Married-civ-spouse Adm-clerical Husband White Male 0 0
40 Private HS-grad 9 Married-spouse-absent Other-service Own-child White Female 0 0
90 Private Some-college 10 Separated Adm-clerical Own-child White Female 0 0
56 Private Prof-school 15 Married-civ-spouse Exec-managerial Husband White Male 0 0
21 Private HS-grad 9 Never-married Prof-specialty Not-in-family White Female 0 0
48 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 1
45 Private Some-college 10 Separated Adm-clerical Unmarried White Female 0 0
46 Private HS-grad 9 Married-civ-spouse Machine-op-inspct Husband White Male 0 1
64 Private 10th 6 Separated Other-service Not-in-family White Female 0 0
29 Local-gov Masters 14 Never-married Prof-specialty Own-child Asian-Pac-Islander Male 0 0
22 Private HS-grad 9 Divorced Tech-support Unmarried White Female 0 0
47 Private HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 1
67 Self-emp-inc Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 1
43 Private HS-grad 9 Married-civ-spouse Handlers-cleaners Husband White Male 0 0
42 Private Some-college 10 Married-civ-spouse Sales Husband White Male 0 0
31 Private Some-college 10 Married-civ-spouse Other-service Husband White Male 0 0
53 Private 11th 7 Divorced Other-service Unmarried White Female 0 0
81 Private 9th 5 Widowed Priv-house-serv Not-in-family Black Female 2062 0
33 Local-gov HS-grad 9 Divorced Adm-clerical Own-child White Female 0 0
17 Private 12th 8 Never-married Other-service Own-child White Female 0 0
55 Self-emp-inc Prof-school 15 Married-civ-spouse Exec-managerial Husband White Male 0 1
28 Private HS-grad 9 Never-married Handlers-cleaners Own-child White Male 0 0
24 Private Some-college 10 Never-married Sales Own-child White Female 0 0
40 Private HS-grad 9 Separated Adm-clerical Unmarried White Female 0 0
30 Local-gov Masters 14 Never-married Adm-clerical Not-in-family White Female 0 0
24 Private 11th 7 Never-married Machine-op-inspct Unmarried White Female 0 0
26 Private Masters 14 Married-civ-spouse Sales Wife White Female 0 0
38 Private Some-college 10 Divorced Sales Unmarried White Female 0 0
30 Private HS-grad 9 Married-civ-spouse Tech-support Husband White Male 0 1
33 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 0
40 Private HS-grad 9 Married-civ-spouse Sales Husband White Male 0 1
63 Self-emp-not-inc HS-grad 9 Married-civ-spouse Farming-fishing Husband White Male 0 0
23 Private 7th-8th 4 Never-married Craft-repair Other-relative White Male 0 0
56 Private HS-grad 9 Divorced Craft-repair Unmarried Black Male 0 0
42 Self-emp-not-inc Assoc-voc 11 Married-civ-spouse Exec-managerial Husband White Male 0 0
40 Private HS-grad 9 Never-married Craft-repair Not-in-family White Male 0 0
49 Private Assoc-acdm 12 Married-civ-spouse Sales Wife White Female 0 1
35 Private HS-grad 9 Married-spouse-absent Craft-repair Not-in-family Asian-Pac-Islander Male 0 0
52 Private HS-grad 9 Divorced Machine-op-inspct Own-child Black Female 0 0
28 Private Bachelors 13 Never-married Adm-clerical Own-child White Female 0 0
35 Private 10th 6 Married-civ-spouse Transport-moving Husband White Male 0 0
43 Self-emp-not-inc HS-grad 9 Never-married Craft-repair Not-in-family White Male 0 0
29 Self-emp-not-inc Prof-school 15 Never-married Prof-specialty Own-child White Male 0 1
23 Private Bachelors 13 Never-married Machine-op-inspct Own-child White Male 0 0
50 Local-gov Some-college 10 Married-civ-spouse Adm-clerical Husband White Male 0 0
34 Private Some-college 10 Never-married Other-service Own-child Black Male 0 0
19 Private HS-grad 9 Never-married Other-service Own-child White Male 0 0
47 Private 11th 7 Married-civ-spouse Machine-op-inspct Wife Black Female 0 0
37 Self-emp-not-inc Some-college 10 Married-civ-spouse Farming-fishing Husband White Male 0 0
25 Private HS-grad 9 Never-married Sales Unmarried Black Female 0 0
75 Private Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 1
24 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
28 State-gov Bachelors 13 Never-married Tech-support Own-child Asian-Pac-Islander Male 0 0
17 Local-gov 11th 7 Never-married Other-service Own-child White Female 0 0
31 Private HS-grad 9 Never-married Craft-repair Own-child Black Male 0 0
31 Private Preschool 1 Never-married Other-service Other-relative White Female 0 0
45 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 1
31 Private HS-grad 9 Never-married Craft-repair Own-child White Male 0 0
27 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 1
48 Private Some-college 10 Widowed Exec-managerial Unmarried Black Female 0 0
34 Private Bachelors 13 Married-civ-spouse Protective-serv Husband Black Male 0 0
26 Private HS-grad 9 Never-married Machine-op-inspct Unmarried Black Female 0 0
53 Private Some-college 10 Married-civ-spouse Prof-specialty Husband White Male 0 0
60 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 1
49 Local-gov Masters 14 Separated Prof-specialty Unmarried White Female 0 0
40 Private Some-college 10 Divorced Exec-managerial Not-in-family White Female 0 0
48 Self-emp-inc 10th 6 Married-civ-spouse Farming-fishing Husband White Male 0 0
23 Private Bachelors 13 Never-married Prof-specialty Not-in-family White Male 0 0
42 Private Assoc-voc 11 Married-civ-spouse Prof-specialty Husband White Male 0 1
37 Self-emp-not-inc HS-grad 9 Never-married Farming-fishing Own-child White Male 0 0
27 Private HS-grad 9 Never-married Craft-repair Own-child White Female 0 0
38 Private Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 1
27 Private HS-grad 9 Never-married Craft-repair Not-in-family White Male 0 0
75 Private HS-grad 9 Widowed Adm-clerical Not-in-family White Female 0 0
49 Self-emp-inc Bachelors 13 Married-civ-spouse Sales Husband White Male 0 1
27 Private Some-college 10 Never-married Sales Not-in-family White Male 0 0
36 Self-emp-not-inc Bachelors 13 Never-married Farming-fishing Not-in-family White Male 0 0
36 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 3103 1
35 Private HS-grad 9 Divorced Handlers-cleaners Own-child White Male 0 0
36 Private HS-grad 9 Married-civ-spouse Sales Husband White Male 0 1
53 Private 11th 7 Married-civ-spouse Craft-repair Husband Black Male 0 0
27 Private Some-college 10 Never-married Adm-clerical Unmarried Black Female 0 0
34 Private HS-grad 9 Divorced Craft-repair Not-in-family White Male 3325 0
61 Private Some-college 10 Married-civ-spouse Sales Husband White Male 0 1
29 Private HS-grad 9 Divorced Machine-op-inspct Unmarried White Male 0 0
40 State-gov Some-college 10 Divorced Adm-clerical Unmarried Black Female 0 0
37 Private Masters 14 Never-married Exec-managerial Not-in-family White Male 0 1
22 Private 9th 5 Never-married Handlers-cleaners Other-relative White Male 0 0
43 Self-emp-inc Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 0
55 Self-emp-not-inc HS-grad 9 Married-civ-spouse Farming-fishing Husband White Male 0 0
28 Private Some-college 10 Divorced Adm-clerical Unmarried White Female 0 0
23 Private Bachelors 13 Never-married Other-service Own-child White Female 0 0
64 Local-gov 11th 7 Married-civ-spouse Craft-repair Husband Black Male 0 1
46 Private Some-college 10 Never-married Handlers-cleaners Not-in-family White Male 0 0
29 Private Some-college 10 Never-married Craft-repair Own-child White Male 0 0
44 Private Masters 14 Married-civ-spouse Exec-managerial Husband Asian-Pac-Islander Male 0 0
20 Private Some-college 10 Never-married Prof-specialty Own-child White Male 0 0
62 Self-emp-not-inc Some-college 10 Divorced Sales Not-in-family White Male 0 0
49 Private Assoc-voc 11 Never-married Exec-managerial Unmarried White Female 0 0
29 Private 10th 6 Married-civ-spouse Farming-fishing Wife Amer-Indian-Eskimo Female 0 0
35 Self-emp-not-inc Bachelors 13 Married-civ-spouse Sales Husband White Male 0 0
39 Local-gov 11th 7 Married-civ-spouse Transport-moving Husband White Male 0 0
39 Private Bachelors 13 Never-married Exec-managerial Not-in-family White Male 0 0
37 Private HS-grad 9 Divorced Machine-op-inspct Other-relative White Female 0 0
38 Private HS-grad 9 Married-civ-spouse Handlers-cleaners Husband White Male 2829 0
