C N C N N N
35 Private 13 Married-civ-spouse Husband 0
39 Private 9 Never-married Unmarried 0
39 Federal-gov 9 Married-civ-spouse Husband 0
74 Private 3 Married-civ-spouse Husband 0
32 Self-emp-inc 10 Married-civ-spouse Husband 1
25 Private 9 Married-civ-spouse Husband 0
64 Private 10 Divorced Unmarried 0
47 Self-emp-not-inc 9 Married-civ-spouse Husband 1
37 Private 13 Married-civ-spouse Wife 1
47 Private 9 Married-civ-spouse Husband 1
33 Private 9 Married-civ-spouse Husband 1
40 Private 11 Divorced Unmarried 1
22 Private 9 Never-married Not-in-family 0
56 Private 9 Married-civ-spouse Husband 0
37 Private 9 Never-married Own-child 0
30 Self-emp-inc 10 Married-civ-spouse Husband 0
20 Private 8 Never-married Not-in-family 0
53 State-gov 14 Married-civ-spouse Husband 1
43 Private 13 Married-civ-spouse Husband 1
23 Private 9 Married-civ-spouse Husband 0
43 Self-emp-not-inc 9 Married-civ-spouse Husband 0
30 Private 9 Never-married Own-child 0
20 Private 10 Never-married Own-child 0
22 Private 11 Never-married Own-child 0
38 Private 13 Never-married Not-in-family 0
54 Self-emp-not-inc 10 Married-civ-spouse Husband 0
23 Private 9 Never-married Not-in-family 0
46 Private 9 Married-civ-spouse Husband 0
59 Private 6 Married-civ-spouse Husband 0
41 Local-gov 11 Never-married Not-in-family 0
42 Private 11 Married-civ-spouse Husband 0
58 Private 10 Married-civ-spouse Husband 1
24 Private 9 Married-civ-spouse Husband 0
39 Private 13 Married-civ-spouse Husband 1
28 Private 13 Never-married Not-in-family 0
25 Private 14 Never-married Not-in-family 0
29 Private 10 Divorced Unmarried 0
53 Private 3 Married-civ-spouse Husband 0
63 Local-gov 9 Married-civ-spouse Husband 0
26 State-gov 11 Divorced Not-in-family 0
21 Private 9 Never-married Not-in-family 0
45 Private 10 Married-civ-spouse Husband 1
29 Private 11 Never-married Own-child 0
72 Local-gov 16 Married-civ-spouse Husband 0
51 Private 6 Married-spouse-absent Other-relative 0
21 Private 5 Married-spouse-absent Own-child 0
38 Private 10 Divorced Unmarried 0
38 Private 13 Married-civ-spouse Wife 1
46 Private 14 Married-civ-spouse Husband 0
31 Self-emp-not-inc 13 Divorced Unmarried 1
68 Local-gov 6 Separated Not-in-family 0
21 Private 9 Never-married Own-child 0
44 Private 13 Married-civ-spouse Husband 0
56 Federal-gov 16 Married-civ-spouse Husband 1
36 Private 9 Married-civ-spouse Husband 1
21 Private 9 Never-married Not-in-family 0
21 Private 10 Never-married Not-in-family 1
52 Local-gov 10 Married-civ-spouse Husband 0
56 Self-emp-inc 16 Married-civ-spouse Husband 1
52 Private 13 Widowed Not-in-family 1
51 Self-emp-not-inc 13 Married-civ-spouse Husband 0
29 Private 9 Divorced Unmarried 0
36 Private 10 Never-married Not-in-family 0
29 Private 9 Married-civ-spouse Husband 0
21 Private 9 Never-married Own-child 0
58 Private 2 Married-civ-spouse Husband 0
37 Private 9 Never-married Not-in-family 0
50 Private 10 Divorced Not-in-family 0
30 Private 9 Never-married Not-in-family 0
29 Private 9 Never-married Own-child 0
48 Self-emp-not-inc 9 Married-civ-spouse Husband 0
50 Self-emp-not-inc 4 Married-civ-spouse Husband 0
39 Private 12 Married-civ-spouse Wife 1
35 Federal-gov 15 Married-civ-spouse Husband 0
54 Private 9 Married-civ-spouse Husband 1
24 Private 9 Married-civ-spouse Wife 0
20 Private 9 Never-married Other-relative 0
30 Self-emp-not-inc 10 Married-civ-spouse Husband 1
19 Self-emp-not-inc 9 Never-married Own-child 0
26 Private 9 Never-married Not-in-family 0
38 Private 9 Married-civ-spouse Husband 1
25 Private 10 Never-married Not-in-family 0
33 Private 10 Divorced Unmarried 0
60 Local-gov 13 Married-civ-spouse Husband 1
30 Private 10 Never-married Not-in-family 0
30 Private 13 Never-married Not-in-family 0
19 Private 4 Never-married Not-in-family 0
23 Private 9 Never-married Own-child 0
27 Private 10 Married-civ-spouse Husband 1
39 State-gov 12 Married-civ-spouse Husband 0
33 Private 4 Married-civ-spouse Husband 0
65 Private 9 Married-civ-spouse Husband 0
34 Private 13 Married-civ-spouse Husband 1
20 Private 9 Never-married Own-child 0
25 Private 6 Never-married Own-child 0
28 Private 13 Never-married Not-in-family 1
31 Private 7 Never-married Own-child 0
28 State-gov 13 Never-married Own-child 0
37 Private 9 Divorced Not-in-family 0
52 Private 10 Married-civ-spouse Husband 1
66 Federal-gov 11 Widowed Unmarried 0
31 Private 9 Never-married Not-in-family 0
37 Private 13 Married-civ-spouse Husband 1
45 Federal-gov 13 Married-civ-spouse Husband 0
45 Private 12 Divorced Unmarried 0
44 Private 9 Married-civ-spouse Husband 0
32 Local-gov 13 Divorced Not-in-family 0
35 Private 9 Married-civ-spouse Husband 1
53 Private 7 Divorced Not-in-family 0
54 Private 10 Married-civ-spouse Husband 1
43 Private 11 Married-civ-spouse Husband 0
30 Private 10 Never-married Unmarried 0
49 Private 10 Divorced Not-in-family 0
52 Private 16 Married-civ-spouse Husband 1
20 Private 10 Never-married Own-child 0
60 Federal-gov 9 Married-civ-spouse Husband 1
45 Private 12 Divorced Own-child 0
48 Private 13 Married-civ-spouse Husband 1
28 Private 13 Married-civ-spouse Husband 1
48 Local-gov 10 Married-civ-spouse Husband 0
32 Private 10 Married-civ-spouse Husband 0
27 Self-emp-not-inc 9 Never-married Not-in-family 0
38 Private 13 Married-civ-spouse Husband 0
33 Private 3 Married-spouse-absent Unmarried 0
43 Private 14 Divorced Not-in-family 1
36 Private 9 Separated Other-relative 0
38 Private 7 Married-civ-spouse Husband 0
24 Local-gov 9 Never-married Not-in-family 0
22 Private 6 Never-married Own-child 0
30 Private 13 Never-married Not-in-family 0
46 Self-emp-not-inc 15 Married-civ-spouse Husband 1
39 State-gov 9 Married-civ-spouse Husband 0
50 Private 9 Married-civ-spouse Husband 0
34 Private 11 Married-spouse-absent Unmarried 0
47 State-gov 13 Married-civ-spouse Husband 1
46 Private 9 Married-civ-spouse Husband 0
43 Private 10 Divorced Own-child 0
45 Private 9 Divorced Unmarried 0
55 Private 13 Married-civ-spouse Other-relative 0
68 Private 9 Married-civ-spouse Husband 0
39 Private 11 Married-civ-spouse Husband 0
39 Private 9 Divorced Not-in-family 0
37 Private 13 Never-married Not-in-family 0
19 Private 10 Never-married Own-child 0
20 Private 7 Never-married Own-child 0
33 Private 10 Married-civ-spouse Husband 0
21 Private 9 Never-married Not-in-family 0
58 Local-gov 14 Widowed Unmarried 1
43 Self-emp-inc 9 Never-married Not-in-family 0
62 Private 7 Separated Not-in-family 0
21 Private 10 Never-married Own-child 0
26 Private 10 Married-civ-spouse Husband 0
27 Private 5 Married-civ-spouse Husband 0
34 Private 10 Married-civ-spouse Husband 1
49 Local-gov 9 Divorced Unmarried 0
28 Private 9 Never-married Other-relative 0
34 Self-emp-not-inc 13 Married-civ-spouse Husband 1
29 Private 10 Married-civ-spouse Wife 1
58 Private 6 Married-civ-spouse Husband 1
45 Self-emp-inc 9 Divorced Not-in-family 0
47 Self-emp-not-inc 13 Never-married Not-in-family 0
53 Private 9 Married-civ-spouse Husband 1
52 Local-gov 6 Married-civ-spouse Husband 0
47 Private 7 Divorced Unmarried 0
36 Local-gov 13 Married-civ-spouse Husband 1
48 Private 13 Married-civ-spouse Husband 1
35 Private 10 Married-civ-spouse Husband 1
49 Private 13 Married-civ-spouse Husband 1
43 Private 10 Married-civ-spouse Husband 0
33 Private 13 Married-civ-spouse Husband 1
49 Local-gov 12 Married-civ-spouse Husband 0
17 Private 6 Never-married Not-in-family 0
25 Private 13 Never-married Not-in-family 0
41 Self-emp-not-inc 11 Divorced Not-in-family 0
31 Private 13 Married-civ-spouse Husband 1
57 Private 14 Divorced Unmarried 1
49 Private 10 Married-civ-spouse Husband 1
40 Private 13 Married-civ-spouse Husband 1
55 Private 11 Married-civ-spouse Husband 1
47 Private 10 Divorced Not-in-family 0
50 Private 8 Divorced Not-in-family 0
36 Private 13 Never-married Own-child 0
17 Private 7 Never-married Own-child 0
30 Local-gov 9 Married-civ-spouse Husband 1
42 Private 9 Married-civ-spouse Husband 1
67 Self-emp-not-inc 9 Married-civ-spouse Husband 0
36 Private 9 Married-civ-spouse Husband 1
35 Private 14 Married-civ-spouse Husband 1
27 Private 13 Never-married Not-in-family 0
21 Private 4 Never-married Own-child 0
46 Private 9 Married-civ-spouse Husband 0
45 Private 13 Married-civ-spouse Husband 1
20 Private 7 Never-married Other-relative 0
17 Private 7 Never-married Own-child 0
40 Private 10 Divorced Not-in-family 1
28 Private 13 Married-civ-spouse Husband 1
33 Private 7 Never-married Own-child 0
55 Private 9 Divorced Not-in-family 0
55 Self-emp-not-inc 10 Married-civ-spouse Husband 0
47 Private 9 Separated Unmarried 0
52 Self-emp-inc 14 Married-civ-spouse Husband 1
29 Private 10 Never-married Unmarried 0
36 Private 3 Never-married Not-in-family 0
37 Private 13 Separated Not-in-family 0
41 Federal-gov 9 Never-married Not-in-family 0
43 Private 10 Married-civ-spouse Husband 1
24 Private 4 Married-civ-spouse Husband 0
39 Federal-gov 13 Never-married Not-in-family 0
47 Self-emp-not-inc 13 Married-civ-spouse Husband 0
42 Private 9 Divorced Unmarried 0
39 Private 9 Never-married Own-child 1
48 Local-gov 13 Divorced Unmarried 0
47 Local-gov 14 Married-civ-spouse Husband 1
27 Private 6 Married-civ-spouse Husband 0
29 Private 9 Married-civ-spouse Husband 0
22 Private 11 Never-married Not-in-family 0
37 State-gov 9 Separated Not-in-family 0
38 Private 13 Married-civ-spouse Husband 0
32 Private 1 Married-civ-spouse Wife 0
48 Local-gov 14 Divorced Unmarried 0
46 Self-emp-not-inc 9 Married-civ-spouse Wife 0
51 Private 9 Never-married Not-in-family 0
28 Self-emp-inc 13 Married-civ-spouse Husband 0
35 Private 9 Married-civ-spouse Husband 0
18 Private 7 Never-married Own-child 0
45 Private 9 Separated Unmarried 0
36 Self-emp-not-inc 9 Never-married Own-child 0
73 Private 10 Widowed Unmarried 0
52 Private 13 Married-civ-spouse Husband 0
17 Private 6 Never-married Own-child 0
29 Federal-gov 11 Married-civ-spouse Husband 1
31 Private 9 Married-civ-spouse Wife 1
20 Private 10 Never-married Own-child 0
42 Private 9 Married-civ-spouse Husband 1
37 Private 10 Separated Other-relative 0
40 Private 9 Married-civ-spouse Husband 0
32 Private 12 Married-civ-spouse Husband 1
29 Private 14 Married-civ-spouse Husband 1
20 Private 10 Never-married Own-child 0
26 Private 7 Married-civ-spouse Husband 1
25 Private 13 Never-married Not-in-family 0
37 Private 9 Married-civ-spouse Husband 1
26 Private 10 Married-civ-spouse Husband 0
24 Private 9 Never-married Own-child 0
33 Private 9 Married-civ-spouse Own-child 0
23 Private 9 Never-married Own-child 0
36 Private 10 Never-married Not-in-family 0
37 Private 13 Widowed Not-in-family 0
24 Private 11 Never-married Own-child 0
38 Private 12 Married-civ-spouse Husband 1
50 Private 13 Divorced Unmarried 0
44 Private 7 Married-civ-spouse Husband 1
46 Private 9 Married-civ-spouse Husband 1
57 Private 10 Never-married Not-in-family 0
37 Private 9 Married-civ-spouse Husband 0
44 Private 9 Divorced Not-in-family 0
21 Private 10 Never-married Own-child 0
31 Private 9 Married-civ-spouse Husband 1
32 Private 11 Married-civ-spouse Husband 1
45 Private 9 Married-spouse-absent Unmarried 1
20 Local-gov 9 Never-married Own-child 0
52 Private 9 Separated Not-in-family 0
47 Self-emp-not-inc 9 Married-civ-spouse Husband 0
41 Private 10 Married-civ-spouse Wife 0
40 Private 10 Married-civ-spouse Husband 1
41 State-gov 13 Married-civ-spouse Wife 1
46 Private 13 Married-civ-spouse Husband 1
49 Private 9 Married-civ-spouse Wife 0
65 Private 10 Divorced Unmarried 0
50 Private 9 Married-civ-spouse Other-relative 0
59 Private 9 Married-civ-spouse Husband 1
18 Private 10 Never-married Own-child 0
47 Local-gov 14 Married-civ-spouse Husband 1
45 Private 9 Married-civ-spouse Husband 1
17 Private 7 Never-married Own-child 0
45 Self-emp-inc 9 Married-civ-spouse Husband 1
73 Private 7 Married-civ-spouse Husband 0
48 Private 6 Married-civ-spouse Husband 0
38 State-gov 12 Never-married Not-in-family 0
37 Federal-gov 9 Married-civ-spouse Husband 1
62 Self-emp-inc 9 Married-civ-spouse Husband 1
26 Private 9 Never-married Not-in-family 0
46 Self-emp-inc 14 Married-civ-spouse Wife 1
46 Private 14 Married-civ-spouse Husband 1
51 Private 9 Divorced Unmarried 1
54 Federal-gov 10 Divorced Not-in-family 0
65 Private 10 Married-civ-spouse Husband 0
29 Private 12 Married-civ-spouse Husband 0
37 Private 9 Married-civ-spouse Husband 0
36 Self-emp-not-inc 16 Separated Unmarried 0
60 Self-emp-not-inc 9 Divorced Not-in-family 1
33 Private 13 Never-married Not-in-family 0
62 Private 9 Widowed Not-in-family 0
20 Private 9 Never-married Not-in-family 0
37 Private 9 Never-married Not-in-family 1
66 Private 14 Married-civ-spouse Husband 0
29 State-gov 10 Married-civ-spouse Husband 0
70 Self-emp-inc 10 Married-civ-spouse Husband 0
74 Private 9 Married-civ-spouse Husband 0
37 Local-gov 9 Married-civ-spouse Husband 0
51 Self-emp-not-inc 9 Married-civ-spouse Husband 0
50 Private 10 Married-civ-spouse Husband 0
42 Private 9 Never-married Not-in-family 1
26 Private 13 Never-married Not-in-family 0
27 Local-gov 10 Never-married Not-in-family 1
58 Self-emp-not-inc 9 Divorced Not-in-family 0
32 Private 13 Never-married Not-in-family 0
66 Self-emp-inc 9 Married-civ-spouse Husband 1
23 Private 10 Never-married Own-child 0
35 Private 9 Married-civ-spouse Husband 0
50 Private 13 Married-civ-spouse Husband 0
35 Private 9 Divorced Unmarried 0
31 Private 9 Never-married Not-in-family 0
30 Private 7 Never-married Own-child 0
84 Self-emp-inc 10 Married-civ-spouse Husband 1
35 Self-emp-not-inc 9 Never-married Not-in-family 0
45 Self-emp-not-inc 11 Married-civ-spouse Husband 1
46 Private 9 Never-married Own-child 0
50 Local-gov 10 Married-civ-spouse Husband 0
37 Private 7 Never-married Not-in-family 0
32 Private 9 Divorced Own-child 0
53 Self-emp-inc 13 Married-civ-spouse Husband 1
27 Federal-gov 10 Married-civ-spouse Husband 1
22 Private 9 Married-civ-spouse Husband 0
29 Private 13 Married-civ-spouse Husband 0
35 Private 9 Married-civ-spouse Husband 0
38 Private 10 Married-civ-spouse Wife 0
29 Private 4 Married-civ-spouse Husband 0
26 Private 10 Never-married Other-relative 0
34 Private 15 Never-married Not-in-family 0
31 Private 11 Married-civ-spouse Husband 1
30 Private 10 Married-civ-spouse Husband 0
20 Private 10 Never-married Own-child 0
37 Private 14 Divorced Unmarried 0
32 Private 9 Married-civ-spouse Wife 0
36 Private 12 Divorced Unmarried 0
54 Private 14 Married-civ-spouse Husband 1
46 Self-emp-not-inc 10 Divorced Unmarried 0
18 Private 9 Never-married Own-child 0
57 Private 10 Married-civ-spouse Husband 0
37 Private 9 Married-civ-spouse Husband 0
43 Private 9 Married-civ-spouse Husband 1
45 Private 9 Never-married Not-in-family 0
32 Private 10 Divorced Unmarried 0
38 Federal-gov 9 Married-civ-spouse Husband 0
25 Private 12 Never-married Not-in-family 0
70 Private 10 Divorced Not-in-family 0
40 Private 10 Married-civ-spouse Husband 1
40 Self-emp-not-inc 9 Divorced Not-in-family 0
20 Private 9 Never-married Unmarried 0
29 Private 9 Married-civ-spouse Husband 1
24 Private 11 Never-married Not-in-family 0
28 Private 11 Never-married Own-child 0
58 Private 6 Divorced Not-in-family 0
38 Private 13 Divorced Unmarried 0
59 Self-emp-not-inc 10 Widowed Not-in-family 0
18 Private 7 Never-married Own-child 0
40 Private 9 Married-civ-spouse Husband 0
39 Self-emp-inc 14 Married-civ-spouse Husband 0
35 Private 13 Married-civ-spouse Husband 1
45 Private 9 Married-spouse-absent Not-in-family 0
24 State-gov 9 Never-married Unmarried 0
22 Private 10 Never-married Own-child 0
23 Private 13 Married-civ-spouse Husband 0
39 Self-emp-not-inc 10 Separated Not-in-family 1
28 Private 11 Never-married Own-child 0
51 Private 7 Married-civ-spouse Husband 1
44 Private 13 Never-married Own-child 0
24 Private 9 Married-civ-spouse Husband 0
24 Private 7 Married-civ-spouse Husband 0
52 Private 2 Married-civ-spouse Husband 0
43 Private 9 Never-married Not-in-family 0
67 Self-emp-inc 8 Married-civ-spouse Husband 0
31 Private 8 Never-married Not-in-family 0
36 Private 9 Married-civ-spouse Husband 1
43 Private 12 Married-civ-spouse Husband 0
31 Private 4 Divorced Other-relative 0
23 Private 10 Never-married Own-child 0
26 Private 13 Never-married Own-child 0
48 Private 10 Married-civ-spouse Husband 0
40 Private 10 Married-civ-spouse Husband 0
55 Local-gov 15 Divorced Not-in-family 0
49 Private 9 Married-civ-spouse Husband 1
34 Private 13 Never-married Not-in-family 0
29 Private 9 Never-married Own-child 0
50 Private 13 Divorced Not-in-family 0
19 Private 10 Never-married Own-child 0
63 State-gov 16 Married-civ-spouse Husband 1
66 Private 13 Married-civ-spouse Husband 0
60 Private 11 Divorced Not-in-family 0
60 Private 9 Divorced Unmarried 0
19 Private 9 Never-married Own-child 0
26 Self-emp-inc 9 Married-civ-spouse Husband 0
75 Self-emp-not-inc 10 Married-civ-spouse Husband 0
58 State-gov 10 Widowed Not-in-family 0
18 Self-emp-not-inc 10 Never-married Not-in-family 0
65 Private 12 Married-civ-spouse Husband 0
